Name,Brand,Category,SubCategory,Price,DiscountedPrice,Discount_Amount,Discount_Pct,Price_Band,Qty_Value,Qty_Unit,Standard_Qty,Origin,BreadCrumbs
Satyam Chana Green,Satyam,Grocery,Pulses,175.0,162.0,13.0,7.43,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Carnival Premium Seedless Black Raisins,Carnival,Grocery,Dry Fruits,270.0,135.0,135.0,50.0,Mid (100-300),250.0,g,250.0,Not Specified,Grocery > Dry Fruits
Tata Sampann Organic Unpolished Brown (Kala) Chana,Tata Sampann,Grocery,Pulses,90.0,75.0,15.0,16.67,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Nutraj California Walnut Kernels (Akrod Magaj),Nutraj,Grocery,Dry Fruits,499.0,299.0,200.0,40.08,Mid (100-300),200.0,g,200.0,Not Specified,Grocery > Dry Fruits
Premia Akrod Magaj (Walnut Kernels),Premia,Grocery,Dry Fruits,220.0,172.0,48.0,21.82,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Grocery/Dry Fruits
Nutraj California Whole Walnut (Akrod),Unbranded/DMart,Grocery,Dry Fruits,999.0,499.0,500.0,50.05,Upper-Mid (300-700),1.0,kg,1000.0,USA,Grocery > Dry Fruits
Daliya,Unbranded/DMart,Grocery,Dals,30.0,25.0,5.0,16.67,Budget (<100),200.0,g,200.0,India,Grocery > Dals
Daliya,Unbranded/DMart,Grocery,Dals,72.0,59.0,13.0,18.06,Budget (<100),500.0,g,500.0,India,Grocery > Dals
Nutraj Daily Walnut Kernels,Nutraj,Grocery,Dry Fruits,899.0,529.0,370.0,41.16,Upper-Mid (300-700),500.0,g,500.0,Not Specified,Grocery > Dry Fruits
Udid (Urad) Black Whole,Unbranded/DMart,Grocery,Pulses,76.0,65.0,11.0,14.47,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
KMK Walnut Shell (Whole),KMK,Grocery,Dry Fruits,475.0,349.0,126.0,26.53,Upper-Mid (300-700),500.0,g,500.0,Not Specified,Grocery > Dry Fruits
KMK Walnut Kernel (Akrod),Kanji Manji Kothari,Grocery,Dry Fruits,325.0,260.0,65.0,20.0,Mid (100-300),150.0,g,150.0,Not Specified,Grocery > Dry Fruits
Satyam Dalia,Satyam,Grocery,Dals,45.0,41.0,4.0,8.89,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Dals
Satyam Udid (Urad) Whole,Satyam,Grocery,Pulses,106.0,98.0,8.0,7.55,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Moong Whole,Unbranded/DMart,Grocery,Pulses,73.0,60.0,13.0,17.81,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Mix Dal,Unbranded/DMart,Grocery,Dals,72.0,60.0,12.0,16.67,Budget (<100),500.0,g,500.0,India,Grocery > Dals
Mix Dal,Unbranded/DMart,Grocery,Dals,141.0,120.0,21.0,14.89,Mid (100-300),1.0,kg,1000.0,India,Grocery > Dals
Satyam Moong Whole,Satyam,Grocery,Pulses,109.0,101.0,8.0,7.34,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Premia Jardalu,Premia,Grocery,Dry Fruits,78.0,61.0,17.0,21.79,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Dry Fruits
Premia Dry Apricot,Premia,Grocery,Dry Fruits,299.0,200.0,99.0,33.11,Mid (100-300),200.0,g,200.0,Not Specified,Grocery > Grocery/Dry Fruits
24 Mantra Organic Green Moong Whole,24 Mantra Organic,Grocery,Pulses,125.0,116.0,9.0,7.2,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Dal - Rice Mix,Unbranded/DMart,Grocery,Dals,47.0,41.0,6.0,12.77,Budget (<100),500.0,g,500.0,India,Grocery > Dals
Masoor Whole,Unbranded/DMart,Grocery,Pulses,65.0,54.0,11.0,16.92,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Masoor Whole,Unbranded/DMart,Grocery,Pulses,125.0,106.0,19.0,15.2,Mid (100-300),1.0,kg,1000.0,India,Grocery > Pulses
Premia Mixed Dry Fruits,Premia,Grocery,Dry Fruits,127.0,98.0,29.0,22.83,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Dry Fruits
Premia Mixed Dry Fruits,Premia,Grocery,Dry Fruits,314.0,244.0,70.0,22.29,Mid (100-300),500.0,g,500.0,India,Grocery > Grocery/Dry Fruits
Nutraj Mix Dry Fruits,Nutraj,Grocery,Dry Fruits,399.0,259.0,140.0,35.09,Mid (100-300),450.0,g,450.0,Not Specified,Grocery > Dry Fruits
Satyam Masoor Whole,Satyam,Grocery,Pulses,90.0,83.0,7.0,7.78,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
KMK Cranberry Whole,Kanji Manji Kothari,Grocery,Dry Fruits,199.0,139.0,60.0,30.15,Mid (100-300),200.0,g,200.0,USA,Grocery > Dry Fruits
KMK Mix Mewa Cut Dry Fruits,Kanji Manji Kothari,Grocery,Dry Fruits,250.0,231.0,19.0,7.6,Mid (100-300),200.0,g,200.0,USA/Afghanistan/Iran,Grocery > Dry Fruits
Carnival Cranberry Premium Whole,Carnival,Grocery,Dry Fruits,225.0,160.0,65.0,28.89,Mid (100-300),200.0,g,200.0,Not Specified,Grocery > Dry Fruits
Carnival Cranberry Classic Sliced,Carnival,Grocery,Dry Fruits,205.0,119.0,86.0,41.95,Mid (100-300),200.0,g,200.0,Not Specified,Grocery > Dry Fruits
Carnival Dried Blueberry,Carnival,Grocery,Dry Fruits,299.0,199.0,100.0,33.44,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Dry Fruits
Carnival Cranberry Whole,Carnival,Grocery,Dry Fruits,149.0,99.0,50.0,33.56,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Dry Fruits
Vatana White,Unbranded/DMart,Grocery,Pulses,61.0,51.0,10.0,16.39,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Vatana Green,Unbranded/DMart,Grocery,Pulses,72.0,60.0,12.0,16.67,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Satyam Safed (White) Vatana,Satyam,Grocery,Pulses,109.0,101.0,8.0,7.34,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Vatana Black,Unbranded/DMart,Grocery,Pulses,51.0,45.0,6.0,11.76,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Satyam Vatana Green,Satyam,Grocery,Pulses,129.0,119.0,10.0,7.75,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
KMK Charoli,KMK,Grocery,Dry Fruits,221.0,160.0,61.0,27.6,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Dry Fruits
Premia Charoli,Premia,Grocery,Dry Fruits,229.0,162.0,67.0,29.26,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Dry Fruits
Premia Charoli,Premia,Grocery,Dry Fruits,120.0,88.0,32.0,26.67,Budget (<100),50.0,g,50.0,Not Specified,Grocery > Dry Fruits
Satyam Vatana Black,Satyam,Grocery,Pulses,70.0,65.0,5.0,7.14,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Makhana,Unbranded/DMart,Grocery,Dry Fruits,99.0,82.0,17.0,17.17,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Dry Fruits
Makhana,Unbranded/DMart,Grocery,Dry Fruits,193.0,170.0,23.0,11.92,Mid (100-300),200.0,g,200.0,Not Specified,Grocery > Dry Fruits
Matki,Unbranded/DMart,Grocery,Pulses,82.0,66.0,16.0,19.51,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Matki,Unbranded/DMart,Grocery,Pulses,161.0,131.0,30.0,18.63,Mid (100-300),1.0,kg,1000.0,India,Grocery > Pulses
Matki Small,Unbranded/DMart,Grocery,Pulses,113.0,91.0,22.0,19.47,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Morya Phool Makhana (Fox Nuts),Morya,Grocery,Dry Fruits,130.0,99.0,31.0,23.85,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Dry Fruits
Mixed Pulses For Sprout,Unbranded/DMart,Grocery,Pulses,65.0,53.0,12.0,18.46,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Wal,Unbranded/DMart,Grocery,Pulses,131.0,102.0,29.0,22.14,Mid (100-300),500.0,g,500.0,India,Grocery > Pulses
Moong Whole Small,Unbranded/DMart,Grocery,Pulses,62.0,56.0,6.0,9.68,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Satyam Math (Matki),Satyam,Grocery,Pulses,129.0,119.0,10.0,7.75,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Satyam Wal Kadwa,Satyam,Grocery,Pulses,214.0,199.0,15.0,7.01,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Mix Chana Vatana (for Sprout),Unbranded/DMart,Grocery,Pulses,71.0,59.0,12.0,16.9,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Ranguni Wal,Unbranded/DMart,Grocery,Pulses,89.0,76.0,13.0,14.61,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Satyam Makhana,Satyam,Grocery,Dry Fruits,97.0,90.0,7.0,7.22,Budget (<100),50.0,g,50.0,Not Specified,Grocery > Dry Fruits
Wal Papdi,Unbranded/DMart,Grocery,Pulses,87.0,81.0,6.0,6.9,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Satyam Wal,Satyam,Grocery,Pulses,182.0,169.0,13.0,7.14,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
KMK Anjeer (Figs),Kanji Manji Kothari,Grocery,Dry Fruits,355.0,303.0,52.0,14.65,Upper-Mid (300-700),200.0,g,200.0,Not Specified,Grocery > Dry Fruits
Premia Anjeer (Figs),Premia,Grocery,Dry Fruits,162.0,124.0,38.0,23.46,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Grocery/Dry Fruits
Kulith (Horse Gram),Unbranded/DMart,Grocery,Pulses,62.0,48.0,14.0,22.58,Budget (<100),500.0,g,500.0,India,Grocery > Pulses
Carnival Premium Anjeer Figs,Carnival,Grocery,Dry Fruits,495.0,370.0,125.0,25.25,Upper-Mid (300-700),250.0,g,250.0,Not Specified,Grocery > Dry Fruits
Nutraj Signature Fig (Anjeer) Gold,Nutraj,Grocery,Dry Fruits,449.0,249.0,200.0,44.54,Mid (100-300),250.0,g,250.0,Not Specified,Grocery > Dry Fruits
Premia Groundnut,Premia,Grocery,Pulses,107.0,88.0,19.0,17.76,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Pulses
Premia Groundnut,Premia,Grocery,Pulses,215.0,179.0,36.0,16.74,Mid (100-300),1.0,kg,1000.0,India,Grocery > Pulses
Satyam Singdana (Groundnut),Satyam,Grocery,Masala & Spices,119.0,101.0,18.0,15.13,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Masala & Spices
24 Mantra Organic Peanut,24 Mantra Organic,Grocery,Pulses,145.0,120.0,25.0,17.24,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Organic Tattva Groundnuts (Peanuts),Organic Tattva,Grocery,Pulses,145.0,102.0,43.0,29.66,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Pulses
Premia Sugar,Premia,Grocery,Jaggery,56.0,45.0,11.0,19.64,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Sugar,Premia,Grocery,Jaggery,271.0,224.0,47.0,17.34,Mid (100-300),5.0,kg,5000.0,India,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Cow Ghee Pouch,Premia,Grocery,Ghee & Vanaspati,575.0,535.0,40.0,6.96,Upper-Mid (300-700),1.0,L,1000.0,Not Specified,Grocery > Ghee & Vanaspati
Premia Poha Jada,Premia,Grocery,Rice & Rice Products,64.0,52.0,12.0,18.75,Budget (<100),1.0,kg,1000.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Premia Poha Jada,Premia,Grocery,Rice & Rice Products,33.0,27.0,6.0,18.18,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Rice & Rice Products
Premia Jeera,Premia,Grocery,Masala & Spices,48.0,38.0,10.0,20.83,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Jeera,Premia,Grocery,Masala & Spices,92.0,75.0,17.0,18.48,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Jeera,Premia,Grocery,Masala & Spices,217.0,168.0,49.0,22.58,Mid (100-300),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Sabudana,Premia,Grocery,Flours & Grains,52.0,42.0,10.0,19.23,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Flours & Grains
Premia Sabudana,Premia,Grocery,Flours & Grains,114.0,75.0,39.0,34.21,Budget (<100),1.0,kg,1000.0,India,Grocery > Grocery/Flours & Grains
Premium Jaggery,Unbranded/DMart,Grocery,Jaggery,80.0,59.0,21.0,26.25,Budget (<100),900.0,g,900.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Green Elaichi,Premia,Grocery,Masala & Spices,55.0,47.0,8.0,14.55,Budget (<100),20.0,g,20.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Green Elaichi,Premia,Grocery,Masala & Spices,130.0,118.0,12.0,9.23,Mid (100-300),50.0,g,50.0,India,Grocery > Grocery/Masala & Spices
Premia Dry Coconut,Premia,Grocery,Masala & Spices,93.0,73.0,20.0,21.51,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Dry Coconut,Premia,Grocery,Masala & Spices,195.0,149.0,46.0,23.59,Mid (100-300),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Keshar Premium Natural Jaggery Jar,Keshar,Grocery,Jaggery,100.0,95.0,5.0,5.0,Budget (<100),900.0,g,900.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Black Pepper,Premia,Grocery,Masala & Spices,112.0,89.0,23.0,20.54,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Black Pepper,Premia,Grocery,Masala & Spices,60.0,49.0,11.0,18.33,Budget (<100),50.0,g,50.0,India,Grocery > Grocery/Masala & Spices
Premia Black Pepper,Premia,Grocery,Masala & Spices,220.0,169.0,51.0,23.18,Mid (100-300),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Dhaniya,Premia,Grocery,Masala & Spices,74.0,61.0,13.0,17.57,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Dhaniya,Premia,Grocery,Masala & Spices,144.0,115.0,29.0,20.14,Mid (100-300),400.0,g,400.0,India,Grocery > Grocery/Masala & Spices
Premia Kashmiri Chilli Powder Deluxe,Premia,Grocery,Masala & Spices,60.0,49.0,11.0,18.33,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Kashmiri Chilli Powder Deluxe,Premia,Grocery,Masala & Spices,113.0,88.0,25.0,22.12,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Kashmiri Chilli Powder Deluxe,Premia,Grocery,Masala & Spices,275.0,225.0,50.0,18.18,Mid (100-300),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Badishep,Premia,Grocery,Masala & Spices,44.0,35.0,9.0,20.45,Budget (<100),100.0,g,100.0,India,Grocery > Grocery/Masala & Spices
Premia Badishep,Premia,Grocery,Masala & Spices,84.0,67.0,17.0,20.24,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Badishep,Premia,Grocery,Masala & Spices,173.0,133.0,40.0,23.12,Mid (100-300),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Rai,Premia,Grocery,Masala & Spices,22.0,17.0,5.0,22.73,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Rai,Premia,Grocery,Masala & Spices,40.0,33.0,7.0,17.5,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Rai,Premia,Grocery,Masala & Spices,85.0,67.0,18.0,21.18,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Kashmiri Chilli Powder,Premia,Grocery,Masala & Spices,540.0,436.0,104.0,19.26,Upper-Mid (300-700),1.0,kg,1000.0,IngredientsChilli,Grocery > Grocery/Masala & Spices
Mamra (Puffed Rice),Unbranded/DMart,Grocery,Rice & Rice Products,60.0,40.0,20.0,33.33,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Jaggery,Plain Jaggery,Grocery,Jaggery,45.0,34.0,11.0,24.44,Budget (<100),450.0,g,450.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Jaggery,Plain Jaggery,Grocery,Jaggery,90.0,64.0,26.0,28.89,Budget (<100),900.0,g,900.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Cassia Taj,Premia,Grocery,Masala & Spices,110.0,90.0,20.0,18.18,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Haldi Powder Deluxe,Premia,Grocery,Masala & Spices,21.0,17.0,4.0,19.05,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Haldi Powder Deluxe,Premia,Grocery,Masala & Spices,39.0,30.0,9.0,23.08,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Haldi Powder Deluxe,Premia,Grocery,Masala & Spices,81.0,69.0,12.0,14.81,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Haldi Powder Deluxe,Premia,Grocery,Masala & Spices,158.0,119.0,39.0,24.68,Mid (100-300),1.0,kg,1000.0,India,Grocery > Grocery/Masala & Spices
Premia Dhania Powder Deluxe,Premia,Grocery,Masala & Spices,24.0,20.0,4.0,16.67,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Dhania Powder Deluxe,Premia,Grocery,Masala & Spices,107.0,80.0,27.0,25.23,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Dhania Powder Deluxe,Premia,Grocery,Masala & Spices,191.0,142.0,49.0,25.65,Mid (100-300),1.0,kg,1000.0,India,Grocery > Grocery/Masala & Spices
Premia Ajma,Unbranded/DMart,Grocery,Masala & Spices,60.0,50.0,10.0,16.67,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Emli,Premia,Grocery,Masala & Spices,53.0,40.0,13.0,24.53,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Emli,Premia,Grocery,Masala & Spices,111.0,90.0,21.0,18.92,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Rai Small,Premia,Grocery,Masala & Spices,19.0,15.0,4.0,21.05,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Rai Small,Premia,Grocery,Masala & Spices,35.0,26.0,9.0,25.71,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Rai Small,Premia,Grocery,Masala & Spices,72.0,57.0,15.0,20.83,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Poha Patla,Premia,Grocery,Rice & Rice Products,37.0,30.0,7.0,18.92,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Premia Til White,Premia,Grocery,Masala & Spices,29.0,21.0,8.0,27.59,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Til White,Premia,Grocery,Masala & Spices,128.0,98.0,30.0,23.44,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Coconut Powder,Premia,Grocery,Masala & Spices,66.0,51.0,15.0,22.73,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Lukhnowi Badishep,Premia,Grocery,Masala & Spices,43.0,33.0,10.0,23.26,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Khaskhas,Premia,Grocery,Masala & Spices,118.0,96.0,22.0,18.64,Budget (<100),50.0,g,50.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Green Elaichi Economy,Premia,Grocery,Masala & Spices,16.0,14.0,2.0,12.5,Budget (<100),10.0,g,10.0,India,Grocery > Grocery/Masala & Spices
Premia Star Anise (Badiyan),Premia,Grocery,Masala & Spices,170.0,138.0,32.0,18.82,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Guntur Chilli,Premia,Grocery,Masala & Spices,71.0,51.0,20.0,28.17,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Roasted Badishep,Premia,Grocery,Masala & Spices,35.0,24.0,11.0,31.43,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Lawang,Premia,Grocery,Masala & Spices,40.0,32.0,8.0,20.0,Budget (<100),20.0,g,20.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Lawang,Premia,Grocery,Masala & Spices,92.0,72.0,20.0,21.74,Budget (<100),50.0,g,50.0,India,Grocery > Grocery/Masala & Spices
Premia Dhaniya Dal,Premia,Grocery,Masala & Spices,66.0,42.0,24.0,36.36,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Poha Basmati,Premia,Grocery,Rice & Rice Products,57.0,47.0,10.0,17.54,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Premia Kasoori Methi,Premia,Grocery,Masala & Spices,54.0,35.0,19.0,35.19,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Methi,Premia,Grocery,Masala & Spices,17.0,15.0,2.0,11.76,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Methi,Premia,Grocery,Masala & Spices,72.0,55.0,17.0,23.61,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Sabja,Premia,Grocery,Masala & Spices,47.0,34.0,13.0,27.66,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Jeera Powder Deluxe,Premia,Grocery,Masala & Spices,40.0,30.0,10.0,25.0,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Jeera Powder Deluxe,Premia,Grocery,Masala & Spices,77.0,60.0,17.0,22.08,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Sabudana Small,Premia,Grocery,Flours & Grains,59.0,40.0,19.0,32.2,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Flours & Grains
Premia Black Pepper Powder,Premia,Grocery,Masala & Spices,112.0,85.0,27.0,24.11,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Shaha Jeera,Premia,Grocery,Masala & Spices,44.0,35.0,9.0,20.45,Budget (<100),50.0,g,50.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Alsi,Premia,Grocery,Masala & Spices,19.0,15.0,4.0,21.05,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Bedgi Chilli,Premia,Grocery,Masala & Spices,100.0,68.0,32.0,32.0,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Chilli Kashmiri,Premia,Grocery,Masala & Spices,132.0,79.0,53.0,40.15,Budget (<100),100.0,g,100.0,India,Grocery > Grocery/Masala & Spices
Amchur Powder,Premia,Grocery,Masala & Spices,40.0,34.0,6.0,15.0,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Kolhapuri Surati Kurmura,Unbranded/DMart,Grocery,Rice & Rice Products,80.0,46.0,34.0,42.5,Budget (<100),500.0,g,500.0,India,Grocery > Grocery/Rice & Rice Products
Premia Garam Masala Powder Deluxe,Premia,Grocery,Masala & Spices,56.0,51.0,5.0,8.93,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Garam Masala Powder Deluxe,Premia,Grocery,Masala & Spices,108.0,96.0,12.0,11.11,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Jaipatri (Mace),Premia,Grocery,Masala & Spices,136.0,104.0,32.0,23.53,Mid (100-300),20.0,g,20.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Tej Patta,Premia,Grocery,Masala & Spices,20.0,14.0,6.0,30.0,Budget (<100),50.0,g,50.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Masala Elaichi,Premia,Grocery,Masala & Spices,172.0,145.0,27.0,15.7,Mid (100-300),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Dhania Powder,Premia,Grocery,Masala & Spices,46.0,35.0,11.0,23.91,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Sugar Crystals (Khadi Shakkar),Premia,Grocery,Jaggery,20.0,16.0,4.0,20.0,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Dhania Jeera Mix Khandela,Premia,Grocery,Masala & Spices,31.0,24.0,7.0,22.58,Budget (<100),100.0,g,100.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Dhania Jeera Mix Khandela,Premia,Grocery,Masala & Spices,59.0,43.0,16.0,27.12,Budget (<100),200.0,g,200.0,India,Grocery > Grocery/Masala & Spices
Premia Dhania Jeera Mix Khandela,Premia,Grocery,Masala & Spices,139.0,104.0,35.0,25.18,Mid (100-300),500.0,g,500.0,India,Grocery > Grocery/Masala & Spices
Premia Dhania Jeera Mix Khandela,Premia,Grocery,Masala & Spices,255.0,190.0,65.0,25.49,Mid (100-300),1.0,kg,1000.0,India,Grocery > Grocery/Masala & Spices
Premia Jaifal,Premia,Grocery,Masala & Spices,54.0,41.0,13.0,24.07,Budget (<100),4.0,pcs,,Not Specified,Grocery > Grocery/Masala & Spices
Premia Amsul Wet Kokam,Premia,Grocery,Masala & Spices,83.0,55.0,28.0,33.73,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Masala & Spices
Laxmi Jaya Kurmura,Laxmi,Grocery,Rice & Rice Products,60.0,40.0,20.0,33.33,Budget (<100),500.0,g,500.0,Not Specified,Grocery > Grocery/Rice & Rice Products
Premia Malwani Masala Deluxe,Premia,Grocery,Masala & Spices,83.0,69.0,14.0,16.87,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Masala & Spices
Premia Sugar Candy,Premia,Grocery,Jaggery,27.0,20.0,7.0,25.93,Budget (<100),200.0,g,200.0,Not Specified,Grocery > Grocery/Salt / Sugar / Jaggery
Premia Reshampatti Chilli Khandela,Premia,Grocery,Masala & Spices,150.0,130.0,20.0,13.33,Mid (100-300),500.0,g,500.0,Not Specified,Grocery > Grocery/Masala & Spices
